******************************************************************
records on FG_NET dataset under leave one person out protocol

******************************************************************


******************************************************************
train and test on ID: 1
******************************************************************
epoch, train_total_loss, train_cross_entropy_loss, train_kl_loss, train_argmax_MAE, train_accuracy
004, 10.6190, 35.8998, 10.6190, 5.4330, 94.0116
005, 9.6473, 34.4921, 9.6473, 4.9063, 94.5599
006, 8.9457, 33.7407, 8.9457, 4.5388, 94.8651
007, 8.6481, 33.2907, 8.6481, 4.4461, 94.9942
008, 9.2867, 33.8755, 9.2867, 4.2810, 95.1295
009, 7.4992, 31.9458, 7.4992, 3.8560, 95.5975
010, 8.3378, 32.7650, 8.3378, 4.0282, 95.3554
011, 7.2222, 31.5966, 7.2222, 3.6526, 95.7612
012, 7.6476, 32.0794, 7.6476, 3.9235, 95.4418
013, 6.6051, 30.6697, 6.6051, 3.4028, 96.0013
014, 6.7402, 30.8898, 6.7402, 3.4270, 95.9759
015, 6.7158, 30.8913, 6.7158, 3.4733, 95.9342
016, 6.3739, 30.3270, 6.3739, 3.1903, 96.2220
017, 7.4096, 31.5751, 7.4096, 3.4723, 95.9515
018, 6.7428, 30.8662, 6.7428, 3.4683, 95.9159
019, 6.4146, 30.4536, 6.4146, 3.2598, 96.0979
020, 6.5694, 30.6176, 6.5694, 3.2870, 96.1223
021, 5.8185, 29.7037, 5.8185, 2.9809, 96.4479
022, 6.1081, 30.1180, 6.1081, 3.0906, 96.2983
023, 5.7691, 29.5637, 5.7691, 2.8228, 96.5740
024, 5.9478, 29.8186, 5.9478, 3.0493, 96.3787
025, 5.5232, 29.2870, 5.5232, 2.7664, 96.6472
026, 6.1351, 30.0535, 6.1351, 2.9426, 96.4255
027, 5.8994, 29.8490, 5.8994, 2.9386, 96.4590
028, 5.7350, 29.5796, 5.7350, 2.8479, 96.5526
029, 5.7520, 29.5596, 5.7520, 2.8228, 96.5770
030, 5.5820, 29.3495, 5.5820, 2.7412, 96.6564
031, 4.9555, 28.2712, 4.9555, 2.4874, 96.9260
032, 4.6187, 28.1857, 4.6187, 2.3766, 97.0958
033, 4.3066, 28.0037, 4.3066, 2.1793, 97.2657
034, 4.4342, 27.8828, 4.4342, 2.2417, 97.2179
035, 4.2004, 27.8547, 4.2004, 2.0272, 97.4173
036, 4.0601, 27.4907, 4.0601, 1.9708, 97.4610
037, 4.0982, 27.7325, 4.0982, 2.0322, 97.4112
038, 4.0381, 27.4039, 4.0381, 1.9527, 97.4885
039, 3.8153, 27.2579, 3.8153, 1.8389, 97.6126
040, 3.9750, 27.4160, 3.9750, 2.0181, 97.4722
041, 3.9405, 27.4424, 3.9405, 1.8681, 97.5749
042, 3.8712, 27.1573, 3.8712, 1.8580, 97.5821
043, 4.0304, 27.4578, 4.0304, 1.9869, 97.4864
044, 3.9416, 27.3802, 3.9416, 1.9476, 97.5149
045, 3.7669, 27.0185, 3.7669, 1.8318, 97.6187
046, 3.6910, 27.1042, 3.6910, 1.7291, 97.7316
047, 3.6550, 26.9613, 3.6550, 1.7623, 97.7051
048, 3.6600, 27.0369, 3.6600, 1.7492, 97.7143
049, 4.0606, 27.4394, 4.0606, 1.9970, 97.4325
050, 3.5665, 27.0574, 3.5665, 1.7351, 97.7326
051, 3.6573, 26.8487, 3.6573, 1.7845, 97.6533
052, 3.9862, 27.4130, 3.9862, 1.9557, 97.5007
053, 3.6895, 26.9252, 3.6895, 1.7633, 97.6970
054, 3.4760, 26.6947, 3.4760, 1.6717, 97.7804
055, 3.4102, 26.6109, 3.4102, 1.5921, 97.8496
056, 3.5275, 26.8462, 3.5275, 1.6566, 97.7825
057, 3.5848, 26.8273, 3.5848, 1.7503, 97.7153
058, 3.5741, 26.9110, 3.5741, 1.7301, 97.7194
059, 3.5159, 26.8166, 3.5159, 1.6868, 97.7804
060, 3.6261, 26.9987, 3.6261, 1.6898, 97.7580
061, 3.6119, 26.9693, 3.6119, 1.7150, 97.7336
062, 3.5123, 26.7679, 3.5123, 1.7382, 97.7265
063, 3.6858, 27.0636, 3.6858, 1.8308, 97.6329
064, 3.4814, 26.6975, 3.4814, 1.6757, 97.7987
065, 3.6113, 27.0177, 3.6113, 1.7553, 97.6899
test_total_loss, test_cross_entropy_loss, test_kl_loss, test_argmax_MAE, test_accuracy:
13.4244, 38.8529, 13.4244, 5.1111, 94.0516

******************************************************************
train and test on ID: 8
******************************************************************
epoch, train_total_loss, train_cross_entropy_loss, train_kl_loss, train_argmax_MAE, train_accuracy
001, 21.0402, 47.5513, 21.0402, 10.6565, 88.1305
002, 12.9978, 38.7915, 12.9978, 6.6667, 92.7512
003, 10.9013, 36.2377, 10.9013, 5.7295, 93.7163
004, 10.3621, 35.6650, 10.3621, 5.2766, 94.1338
005, 9.4406, 34.4920, 9.4406, 4.9179, 94.5053
006, 8.8292, 33.7334, 8.8292, 4.5755, 94.8819
007, 7.9936, 32.6392, 7.9936, 4.1651, 95.2821
008, 8.2075, 32.9347, 8.2075, 4.3252, 95.0969
009, 7.4265, 31.9427, 7.4265, 3.8308, 95.5942
010, 6.8279, 31.2403, 6.8279, 3.5410, 95.8951
011, 7.7343, 32.3904, 7.7343, 3.9919, 95.4366
012, 7.0553, 31.4795, 7.0553, 3.7315, 95.7334
013, 6.3569, 30.5924, 6.3569, 3.1824, 96.1735
014, 6.1674, 30.3235, 6.1674, 3.1601, 96.2533
015, 6.6661, 31.0318, 6.6661, 3.3739, 96.0292
016, 6.5581, 30.8677, 6.5581, 3.4215, 96.0179
017, 6.5087, 30.7564, 6.5087, 3.3425, 96.0773
018, 6.1494, 30.3817, 6.1494, 3.1540, 96.2308
019, 6.2505, 30.4149, 6.2505, 3.0963, 96.3249
020, 6.1635, 30.4051, 6.1635, 3.1297, 96.2902
021, 5.5286, 29.4548, 5.5286, 2.8105, 96.5910
022, 5.3066, 29.2708, 5.3066, 2.8582, 96.5675
023, 5.5538, 29.6122, 5.5538, 2.7862, 96.6176
024, 5.6947, 29.7942, 5.6947, 2.9341, 96.4733
025, 5.2091, 29.0741, 5.2091, 2.6231, 96.7773
026, 5.1207, 29.0617, 5.1207, 2.6829, 96.7568
027, 5.2352, 29.1803, 5.2352, 2.6079, 96.8121
028, 4.9372, 28.6942, 4.9372, 2.5258, 96.8714
029, 4.5776, 28.3210, 4.5776, 2.2847, 97.1539
030, 5.2422, 29.1413, 5.2422, 2.6890, 96.6985
031, 4.7192, 28.4597, 4.7192, 2.4073, 97.0495
032, 4.5135, 28.2788, 4.5135, 2.2573, 97.1611
033, 3.9026, 27.4893, 3.9026, 1.8835, 97.5622
034, 4.0008, 27.5750, 4.0008, 2.0122, 97.4282
035, 3.9199, 27.5641, 3.9199, 1.9939, 97.4599
036, 3.5558, 26.9048, 3.5558, 1.7457, 97.7076
037, 3.9406, 27.6769, 3.9406, 1.9382, 97.5141
038, 3.8026, 27.3104, 3.8026, 1.8592, 97.5950
039, 3.5093, 26.9747, 3.5093, 1.7447, 97.6748
040, 3.6517, 27.2436, 3.6517, 1.7903, 97.6605
041, 3.5669, 27.1033, 3.5669, 1.7670, 97.6697
042, 3.5855, 27.0809, 3.5855, 1.7335, 97.6861
043, 3.6292, 27.1059, 3.6292, 1.8490, 97.6370
044, 3.5383, 27.0696, 3.5383, 1.7325, 97.7301
045, 3.2999, 26.6465, 3.2999, 1.6109, 97.8027
046, 3.3645, 26.9004, 3.3645, 1.6363, 97.7823
047, 3.5035, 26.9653, 3.5035, 1.7183, 97.7362
048, 3.5311, 27.1271, 3.5311, 1.7406, 97.6615
049, 3.4108, 26.6357, 3.4108, 1.6535, 97.7966
050, 3.5059, 27.1692, 3.5059, 1.6910, 97.7628
051, 3.2860, 26.3694, 3.2860, 1.5603, 97.8805
052, 3.2861, 26.5368, 3.2861, 1.6109, 97.8621
053, 3.1938, 26.5046, 3.1938, 1.5937, 97.8488
054, 3.4062, 26.8807, 3.4062, 1.7001, 97.7383
055, 3.2529, 26.6040, 3.2529, 1.5583, 97.9215
056, 3.0734, 26.3122, 3.0734, 1.4377, 98.0381
057, 3.2282, 26.5486, 3.2282, 1.5542, 97.9143
058, 3.0309, 26.4390, 3.0309, 1.4448, 97.9962
059, 3.1754, 26.5702, 3.1754, 1.5086, 97.9358
060, 3.3263, 26.8093, 3.3263, 1.6687, 97.7659
061, 3.4898, 26.9458, 3.4898, 1.7508, 97.7045
062, 3.3945, 26.8024, 3.3945, 1.6586, 97.7956
063, 3.6152, 27.2550, 3.6152, 1.8207, 97.6267
064, 3.2938, 26.7562, 3.2938, 1.5724, 97.8846
065, 3.3092, 26.7942, 3.3092, 1.6697, 97.7710
test_total_loss, test_cross_entropy_loss, test_kl_loss, test_argmax_MAE, test_accuracy:
5.9993, 29.7739, 5.9993, 3.0000, 96.1616

******************************************************************
train and test on ID: 9
******************************************************************
epoch, train_total_loss, train_cross_entropy_loss, train_kl_loss, train_argmax_MAE, train_accuracy
001, 20.4544, 46.6488, 20.4544, 10.5359, 88.3425
002, 12.0295, 37.6408, 12.0295, 6.1769, 93.1846
003, 10.7987, 36.1826, 10.7987, 5.6805, 93.7668
004, 10.1308, 35.3557, 10.1308, 5.1507, 94.3081
005, 10.0027, 35.3077, 10.0027, 5.1871, 94.2376
006, 8.6578, 33.3911, 8.6578, 4.5228, 94.9005
007, 8.0734, 32.8084, 8.0734, 4.2123, 95.2579
008, 7.4937, 32.0607, 7.4937, 3.8473, 95.5613
009, 7.8284, 32.4758, 7.8284, 4.0576, 95.3611
010, 6.9032, 31.2470, 6.9032, 3.6016, 95.8146
011, 7.0197, 31.5616, 7.0197, 3.6431, 95.7666
012, 6.6484, 30.8984, 6.6484, 3.4408, 95.9861
013, 7.1789, 31.6594, 7.1789, 3.6876, 95.7318
014, 6.5016, 30.8017, 6.5016, 3.4479, 95.9484
015, 6.2508, 30.5090, 6.2508, 3.2133, 96.2108
016, 6.3634, 30.6147, 6.3634, 3.3306, 96.0668
017, 6.1571, 30.3633, 6.1571, 3.2659, 96.1690
018, 5.6141, 29.6053, 5.6141, 2.8544, 96.5489
019, 5.7350, 29.8621, 5.7350, 3.0445, 96.3497
020, 5.4073, 29.4139, 5.4073, 2.7634, 96.6572
021, 5.4621, 29.5065, 5.4621, 2.7846, 96.6357
022, 5.3866, 29.3469, 5.3866, 2.6805, 96.7236
023, 5.4070, 29.3921, 5.4070, 2.7705, 96.6347
024, 5.4487, 29.4273, 5.4487, 2.8089, 96.5642
025, 5.5745, 29.5614, 5.5745, 2.7695, 96.6020
026, 4.8654, 28.6372, 4.8654, 2.4338, 96.9942
027, 4.9188, 28.8073, 4.9188, 2.5339, 96.9227
028, 5.1064, 28.8858, 5.1064, 2.5905, 96.8022
029, 4.7119, 28.5564, 4.7119, 2.3670, 97.0402
030, 4.8365, 28.6602, 4.8365, 2.4702, 96.9554
031, 4.3026, 28.0862, 4.3026, 2.1203, 97.3343
032, 4.1662, 27.8396, 4.1662, 2.1335, 97.3118
033, 3.7986, 27.3337, 3.7986, 1.8463, 97.5947
034, 3.8255, 27.4381, 3.8255, 1.9585, 97.5018
035, 3.9463, 27.5409, 3.9463, 1.9545, 97.5018
036, 3.8200, 27.3343, 3.8200, 1.9161, 97.5263
037, 4.0354, 27.7036, 4.0354, 1.9414, 97.4579
038, 3.5755, 27.0841, 3.5755, 1.7988, 97.6601
039, 3.6489, 27.1925, 3.6489, 1.7846, 97.6826
040, 3.4741, 26.9641, 3.4741, 1.7098, 97.7337
041, 3.5007, 27.0641, 3.5007, 1.6623, 97.7612
042, 3.4901, 26.8443, 3.4901, 1.7503, 97.7040
043, 3.4675, 26.9822, 3.4675, 1.7169, 97.7183
044, 3.3539, 26.6990, 3.3539, 1.5824, 97.8593
045, 3.3714, 26.8504, 3.3714, 1.6188, 97.8388
046, 3.6693, 27.1400, 3.6693, 1.8332, 97.5825
047, 3.3514, 26.7973, 3.3514, 1.6148, 97.8235
048, 3.3239, 26.6344, 3.3239, 1.6259, 97.8429
049, 3.3232, 26.7708, 3.3232, 1.6421, 97.7857
050, 3.3668, 26.9064, 3.3668, 1.6431, 97.8194
051, 3.4365, 26.8051, 3.4365, 1.6643, 97.7643
052, 3.4404, 26.8090, 3.4404, 1.6330, 97.8082
053, 3.4159, 26.8586, 3.4159, 1.6320, 97.7908
054, 3.1748, 26.5373, 3.1748, 1.5258, 97.9502
055, 3.2785, 26.6594, 3.2785, 1.5319, 97.9297
056, 3.2285, 26.5846, 3.2285, 1.5561, 97.9073
057, 3.2170, 26.6119, 3.2170, 1.5592, 97.8899
058, 3.3149, 26.7225, 3.3149, 1.6370, 97.7796
059, 3.1353, 26.4898, 3.1353, 1.5288, 97.9226
060, 3.2099, 26.5684, 3.2099, 1.5713, 97.8644
061, 3.0300, 26.3289, 3.0300, 1.4378, 98.0217
062, 3.3516, 26.7974, 3.3516, 1.6218, 97.8297
063, 3.1385, 26.5066, 3.1385, 1.4752, 97.9635
064, 3.3299, 26.8205, 3.3299, 1.6775, 97.7837
065, 3.3639, 26.8460, 3.3639, 1.5966, 97.8327
test_total_loss, test_cross_entropy_loss, test_kl_loss, test_argmax_MAE, test_accuracy:
3.1577, 26.8659, 3.1577, 1.6923, 97.5136

******************************************************************
train and test on ID: 10
******************************************************************
epoch, train_total_loss, train_cross_entropy_loss, train_kl_loss, train_argmax_MAE, train_accuracy
001, 21.0156, 47.4936, 21.0156, 11.0566, 87.9318
002, 12.6957, 38.3852, 12.6957, 6.4101, 93.0130
003, 11.4508, 37.0833, 11.4508, 5.9949, 93.4690
004, 10.2845, 35.4333, 10.2845, 5.4192, 94.0108
005, 9.3132, 34.4161, 9.3132, 4.7697, 94.6699
006, 8.8088, 33.6893, 8.8088, 4.6172, 94.8230
007, 8.3559, 33.0962, 8.3559, 4.3283, 95.1219
008, 7.5662, 32.1921, 7.5662, 3.9131, 95.5474
009, 7.5819, 32.1622, 7.5819, 3.9121, 95.5117
010, 6.9888, 31.3686, 6.9888, 3.6232, 95.7759
011, 6.6006, 30.8336, 6.6006, 3.4111, 95.9973
012, 7.1922, 31.7008, 7.1922, 3.7091, 95.6841
013, 6.6700, 31.0289, 6.6700, 3.4394, 95.9565
014, 6.4733, 30.7367, 6.4733, 3.3404, 96.0535
015, 7.0457, 31.4494, 7.0457, 3.6687, 95.7280
016, 6.3163, 30.5586, 6.3163, 3.2889, 96.1443
017, 5.9806, 30.1796, 5.9806, 3.0121, 96.3993
018, 5.9615, 30.1020, 5.9615, 3.1010, 96.3177
019, 5.3540, 29.2598, 5.3540, 2.7909, 96.6197
020, 5.5176, 29.5260, 5.5176, 2.8505, 96.5218
021, 5.5866, 29.6365, 5.5866, 2.8798, 96.5748
022, 5.9042, 30.1097, 5.9042, 3.0455, 96.3616
023, 5.5656, 29.5424, 5.5656, 2.9020, 96.5197
024, 5.3016, 29.2398, 5.3016, 2.6535, 96.7452
025, 5.7783, 29.8004, 5.7783, 2.9667, 96.4065
026, 5.0709, 28.9110, 5.0709, 2.5242, 96.9177
027, 5.3750, 29.3731, 5.3750, 2.6333, 96.7718
028, 5.2742, 29.2859, 5.2742, 2.7101, 96.7177
029, 5.0373, 28.7833, 5.0373, 2.6061, 96.8269
030, 4.8647, 28.7109, 4.8647, 2.4737, 96.9421
031, 4.2769, 27.9381, 4.2769, 2.2061, 97.2595
032, 4.3049, 28.1661, 4.3049, 2.2182, 97.2237
033, 3.9528, 27.4648, 3.9528, 1.9374, 97.5237
034, 3.9326, 27.5773, 3.9326, 2.0091, 97.4584
035, 3.9122, 27.4867, 3.9122, 1.9444, 97.4972
036, 3.7626, 27.3202, 3.7626, 1.8828, 97.5645
037, 3.8531, 27.5490, 3.8531, 1.8323, 97.5972
038, 3.5516, 27.0035, 3.5516, 1.7010, 97.7390
039, 3.6704, 27.2171, 3.6704, 1.7818, 97.6533
040, 3.7012, 27.2606, 3.7012, 1.8525, 97.5921
041, 3.6889, 27.2041, 3.6889, 1.8263, 97.5727
042, 3.4863, 26.9658, 3.4863, 1.7020, 97.7839
043, 3.2650, 26.6673, 3.2650, 1.5727, 97.8910
044, 3.5006, 26.9114, 3.5006, 1.7313, 97.7339
045, 3.4825, 27.0423, 3.4825, 1.7131, 97.7145
046, 3.5932, 27.0452, 3.5932, 1.7657, 97.6421
047, 3.4414, 26.9831, 3.4414, 1.6848, 97.7125
048, 3.4279, 26.7253, 3.4279, 1.6778, 97.7655
049, 3.1105, 26.6139, 3.1105, 1.5040, 97.9369
050, 3.3546, 26.6790, 3.3546, 1.6182, 97.8492
051, 3.4394, 26.9324, 3.4394, 1.6192, 97.8074
052, 3.3129, 26.7411, 3.3129, 1.6212, 97.8523
053, 3.1920, 26.6028, 3.1920, 1.5455, 97.9002
054, 3.3375, 26.7395, 3.3375, 1.6283, 97.8380
055, 3.4982, 27.0077, 3.4982, 1.7424, 97.6982
056, 3.5447, 27.0657, 3.5447, 1.7141, 97.6921
057, 3.3803, 26.7614, 3.3803, 1.6495, 97.7910
058, 3.3758, 26.8461, 3.3758, 1.6859, 97.7717
059, 3.1664, 26.4773, 3.1664, 1.5485, 97.9176
060, 3.3289, 26.7579, 3.3289, 1.6515, 97.8155
061, 2.9661, 26.1975, 2.9661, 1.4323, 98.0022
062, 3.5002, 27.0108, 3.5002, 1.7121, 97.7655
063, 3.3332, 26.7386, 3.3332, 1.5414, 97.8808
064, 3.4226, 26.8855, 3.4226, 1.6384, 97.8063
065, 3.3131, 26.7854, 3.3131, 1.6040, 97.8349
test_total_loss, test_cross_entropy_loss, test_kl_loss, test_argmax_MAE, test_accuracy:
4.8714, 28.7404, 4.8714, 3.0833, 96.6330

******************************************************************
train and test on ID: 11
******************************************************************
epoch, train_total_loss, train_cross_entropy_loss, train_kl_loss, train_argmax_MAE, train_accuracy
001, 20.7737, 47.2118, 20.7737, 10.8613, 88.0465
002, 12.7893, 38.5360, 12.7893, 6.5810, 92.8659
003, 11.3560, 36.9258, 11.3560, 5.9919, 93.4538
004, 10.1538, 35.3859, 10.1538, 5.2075, 94.2257
005, 9.7522, 34.8404, 9.7522, 5.0506, 94.4342
006, 8.5378, 33.3715, 8.5378, 4.4747, 94.9311
007, 8.2654, 33.0233, 8.2654, 4.2996, 95.1601
008, 8.0645, 32.8464, 8.0645, 4.1235, 95.2930
009, 7.9359, 32.5212, 7.9359, 4.1518, 95.2552
010, 7.3462, 31.8839, 7.3462, 3.7905, 95.6529
011, 6.9876, 31.4168, 6.9876, 3.5476, 95.8543
012, 7.0870, 31.5230, 7.0870, 3.7176, 95.7112
013, 6.4324, 30.6948, 6.4324, 3.3634, 96.0536
014, 6.5497, 30.8951, 6.5497, 3.4241, 96.0036
015, 6.7806, 31.1305, 6.7806, 3.6579, 95.7786
016, 6.4281, 30.6998, 6.4281, 3.2986, 96.1211
017, 5.8161, 29.9112, 5.8161, 2.9737, 96.4646
018, 5.7153, 29.8203, 5.7153, 2.8573, 96.5567
019, 5.5124, 29.5566, 5.5124, 2.7945, 96.6170
020, 5.8486, 29.9206, 5.8486, 2.9767, 96.4350
021, 5.5108, 29.5429, 5.5108, 2.8320, 96.6241
022, 5.1756, 29.1244, 5.1756, 2.6417, 96.7887
023, 4.8730, 28.6270, 4.8730, 2.4605, 96.9441
024, 5.6420, 29.7522, 5.6420, 2.9615, 96.4381
025, 4.9825, 28.8317, 4.9825, 2.5294, 96.8787
026, 5.4406, 29.4548, 5.4406, 2.7490, 96.6681
027, 4.7535, 28.4909, 4.7535, 2.3998, 97.0229
028, 4.8806, 28.7681, 4.8806, 2.4828, 96.9380
029, 4.9706, 28.8532, 4.9706, 2.5597, 96.8245
030, 5.0463, 28.8445, 5.0463, 2.5547, 96.8306
031, 4.9180, 28.7131, 4.9180, 2.5709, 96.8756
032, 4.2452, 27.7857, 4.2452, 2.1812, 97.2969
033, 4.0949, 27.7704, 4.0949, 2.0597, 97.3653
034, 3.8395, 27.4192, 3.8395, 1.8917, 97.5637
035, 4.0140, 27.6172, 4.0140, 2.0354, 97.4144
036, 3.9942, 27.6107, 3.9942, 2.0152, 97.4195
037, 3.6238, 27.2111, 3.6238, 1.8178, 97.6383
038, 3.4484, 26.8089, 3.4484, 1.6518, 97.7917
039, 3.7481, 27.3896, 3.7481, 1.8654, 97.5882
040, 3.7859, 27.3253, 3.7859, 1.9028, 97.5524
041, 3.6182, 27.1619, 3.6182, 1.8117, 97.6250
042, 3.7085, 27.2084, 3.7085, 1.8340, 97.6117
043, 3.5514, 27.0582, 3.5514, 1.8026, 97.6629
044, 3.7129, 27.2355, 3.7129, 1.8583, 97.5995
045, 3.5229, 27.0841, 3.5229, 1.7601, 97.6843
046, 3.6283, 27.2216, 3.6283, 1.7955, 97.6322
047, 3.6863, 27.1760, 3.6863, 1.8047, 97.6250
048, 3.4264, 26.7996, 3.4264, 1.6913, 97.7344
049, 3.2429, 26.6878, 3.2429, 1.5881, 97.8806
050, 3.4000, 26.8889, 3.4000, 1.6680, 97.7763
051, 3.4044, 26.6320, 3.4044, 1.7075, 97.7569
052, 3.3011, 26.5790, 3.3011, 1.6073, 97.8581
053, 3.4178, 26.7988, 3.4178, 1.6862, 97.7763
054, 3.1876, 26.5468, 3.1876, 1.5364, 97.9236
055, 3.2268, 26.6260, 3.2268, 1.5496, 97.8857
056, 3.2044, 26.5980, 3.2044, 1.5688, 97.8827
057, 3.2438, 26.6072, 3.2438, 1.5162, 97.9604
058, 3.2921, 26.6897, 3.2921, 1.6012, 97.8592
059, 3.5052, 27.0946, 3.5052, 1.6974, 97.7314
060, 3.1557, 26.4973, 3.1557, 1.5435, 97.8827
061, 3.4625, 26.9841, 3.4625, 1.6569, 97.7774
062, 3.3838, 26.8884, 3.3838, 1.6690, 97.7753
063, 3.4802, 27.0758, 3.4802, 1.6822, 97.7191
064, 3.4930, 27.0903, 3.4930, 1.7399, 97.7130
065, 3.4321, 26.9098, 3.4321, 1.6812, 97.7344
test_total_loss, test_cross_entropy_loss, test_kl_loss, test_argmax_MAE, test_accuracy:
9.9469, 35.1108, 9.9469, 3.9286, 95.2381

******************************************************************
train and test on ID: 12
******************************************************************
epoch, train_total_loss, train_cross_entropy_loss, train_kl_loss, train_argmax_MAE, train_accuracy
001, 20.4810, 46.8114, 20.4810, 10.7194, 88.4447
002, 12.0854, 37.6910, 12.0854, 6.2958, 93.1268
003, 11.0429, 36.5359, 11.0429, 5.7882, 93.6641
004, 10.3265, 35.6060, 10.3265, 5.4235, 94.0049
005, 9.6411, 34.7412, 9.6411, 4.9899, 94.4470
006, 8.5783, 33.3748, 8.5783, 4.3972, 95.0303
007, 8.2034, 32.9862, 8.2034, 4.2806, 95.1736
008, 8.1491, 32.9830, 8.1491, 4.1763, 95.2729
009, 7.9621, 32.5373, 7.9621, 4.2077, 95.2156
010, 7.3973, 31.9096, 7.3973, 3.8490, 95.5830
011, 7.0237, 31.4953, 7.0237, 3.6616, 95.7784
012, 7.0152, 31.4539, 7.0152, 3.6565, 95.7815
013, 6.5863, 30.9332, 6.5863, 3.4326, 96.0220
014, 6.9384, 31.3320, 6.9384, 3.6596, 95.7457
015, 6.5665, 30.8625, 6.5665, 3.3830, 96.0210
016, 6.3505, 30.6207, 6.3505, 3.2594, 96.1520
017, 5.8801, 29.9018, 5.8801, 3.0203, 96.3720
018, 6.1727, 30.3601, 6.1727, 3.1743, 96.2339
019, 5.7864, 29.9063, 5.7864, 3.0699, 96.3679
020, 5.6429, 29.7527, 5.6429, 3.0020, 96.4130
021, 5.6266, 29.6499, 5.6266, 2.8511, 96.5808
022, 5.7769, 29.8373, 5.7769, 2.9068, 96.4999
023, 5.5698, 29.5791, 5.5698, 2.8734, 96.5511
024, 5.6128, 29.6137, 5.6128, 2.8906, 96.5204
025, 5.0343, 28.9048, 5.0343, 2.5512, 96.8725
026, 5.1417, 29.0292, 5.1417, 2.6261, 96.7701
027, 4.7395, 28.5578, 4.7395, 2.3526, 97.0853
028, 4.7522, 28.5284, 4.7522, 2.3252, 97.0761
029, 4.9527, 28.7411, 4.9527, 2.5735, 96.8510
030, 5.0327, 28.9001, 5.0327, 2.6079, 96.8100
031, 4.5134, 28.2895, 4.5134, 2.2584, 97.2030
032, 4.2490, 27.9473, 4.2490, 2.1469, 97.2900
033, 4.1190, 27.7449, 4.1190, 2.0659, 97.3924
034, 3.9977, 27.5723, 3.9977, 1.9635, 97.4814
035, 3.9238, 27.5360, 3.9238, 1.9990, 97.4108
036, 3.8167, 27.3597, 3.8167, 1.9311, 97.5172
037, 3.9376, 27.6126, 3.9376, 1.9899, 97.4425
038, 4.0879, 27.7063, 4.0879, 2.0618, 97.3668
039, 3.6031, 26.9217, 3.6031, 1.7376, 97.7035
040, 3.8688, 27.5016, 3.8688, 1.8734, 97.5827
041, 3.5432, 27.0568, 3.5432, 1.6586, 97.7894
042, 3.2999, 26.6613, 3.2999, 1.6575, 97.7894
043, 3.6377, 27.2451, 3.6377, 1.7842, 97.6707
044, 3.5825, 26.9905, 3.5825, 1.7558, 97.7065
045, 3.3216, 26.6958, 3.3216, 1.6494, 97.8130
046, 3.3284, 26.8862, 3.3284, 1.6059, 97.7976
047, 3.4539, 26.7323, 3.4539, 1.7042, 97.7454
048, 3.4086, 26.9807, 3.4086, 1.7133, 97.6973
049, 3.5600, 27.0045, 3.5600, 1.7984, 97.6410
050, 3.2086, 26.6959, 3.2086, 1.5532, 97.9030
051, 3.2444, 26.4940, 3.2444, 1.5603, 97.8938
052, 3.3133, 26.6451, 3.3133, 1.5968, 97.8775
053, 3.1788, 26.5663, 3.1788, 1.5167, 97.9460
054, 3.1828, 26.6062, 3.1828, 1.5319, 97.9235
055, 3.3622, 26.8008, 3.3622, 1.6464, 97.8027
056, 3.3127, 26.7478, 3.3127, 1.6434, 97.8191
057, 3.3222, 26.7701, 3.3222, 1.5522, 97.8539
058, 3.4748, 27.0018, 3.4748, 1.7335, 97.7178
059, 3.5162, 27.1072, 3.5162, 1.8105, 97.6277
060, 3.1578, 26.4698, 3.1578, 1.5360, 97.9522
061, 3.1874, 26.6070, 3.1874, 1.5805, 97.8918
062, 3.4196, 26.8781, 3.4196, 1.6940, 97.7976
063, 3.3574, 26.7795, 3.3574, 1.5816, 97.8590
064, 3.1074, 26.4060, 3.1074, 1.4904, 97.9665
065, 3.1895, 26.5638, 3.1895, 1.5157, 97.9409
test_total_loss, test_cross_entropy_loss, test_kl_loss, test_argmax_MAE, test_accuracy:
12.6466, 38.9489, 12.6466, 5.4667, 93.7374

******************************************************************
train and test on ID: 13
******************************************************************
epoch, train_total_loss, train_cross_entropy_loss, train_kl_loss, train_argmax_MAE, train_accuracy
001, 20.4054, 46.7294, 20.4054, 10.9141, 88.1675
002, 12.4296, 38.0597, 12.4296, 6.4737, 92.9558
003, 11.1284, 36.5941, 11.1284, 5.8818, 93.5231
004, 10.2031, 35.5055, 10.2031, 5.3384, 94.1098
005, 9.4469, 34.4367, 9.4469, 4.9768, 94.4475
006, 8.4054, 33.2178, 8.4054, 4.3232, 95.1005
007, 8.9655, 33.9405, 8.9655, 4.7111, 94.7199
008, 7.4025, 31.8937, 7.4025, 3.8091, 95.6392
009, 7.4001, 31.9116, 7.4001, 3.8707, 95.5117
010, 7.4934, 32.0626, 7.4934, 3.9313, 95.4964
011, 7.1452, 31.6388, 7.1452, 3.7455, 95.6698
012, 6.8136, 31.1772, 6.8136, 3.5677, 95.8423
013, 7.3727, 31.9309, 7.3727, 3.7374, 95.6800
014, 6.0066, 30.1118, 6.0066, 2.9939, 96.4310
015, 6.0751, 30.2946, 6.0751, 3.1515, 96.2351
016, 6.4779, 30.7623, 6.4779, 3.3980, 96.0351
017, 5.9137, 30.0565, 5.9137, 3.0283, 96.3606
018, 6.7656, 31.1002, 6.7656, 3.5606, 95.8259
019, 5.8954, 29.9522, 5.8954, 2.9949, 96.3953
